-1.670612804965747322e-01,4.159017195034252490e-01,1.000000000000000000e+00
-3.560012804965747568e-01,4.626847195034252680e-01,1.000000000000000000e+00
-5.126832804965747448e-01,3.457257195034252328e-01,1.000000000000000000e+00
-6.048492804965748260e-01,1.059597195034252537e-01,1.000000000000000000e+00
-5.265082804965748320e-01,-1.805902804965747455e-01,1.000000000000000000e+00
-3.007022804965747698e-01,-2.156772804965747525e-01,1.000000000000000000e+00
-1.670612804965747322e-01,-5.193488049657474931e-02,1.000000000000000000e+00
-6.567898049657475146e-02,1.351997195034252697e-01,1.000000000000000000e+00
-7.950388049657473866e-02,2.638547195034252613e-01,1.000000000000000000e+00
-3.053102804965747707e-01,3.398777195034252685e-01,1.000000000000000000e+00
-4.251262804965747488e-01,1.936787195034252451e-01,1.000000000000000000e+00
-4.481672804965747270e-01,6.966495034252517121e-04,1.000000000000000000e+00
-3.329602804965747231e-01,-4.023898049657475412e-02,1.000000000000000000e+00
-2.546192804965747847e-01,4.748031950342524593e-02,1.000000000000000000e+00
-2.269692804965747490e-01,1.936787195034252451e-01,1.000000000000000000e+00
-3.513932804965747558e-01,1.527437195034252460e-01,1.000000000000000000e+00
-5.172922804965748300e-01,7.087211950342525713e-02,1.000000000000000000e+00
-3.928682804965747399e-01,-9.871858049657473988e-02,1.000000000000000000e+00
-1.578452804965747303e-01,1.176557195034252656e-01,1.000000000000000000e+00
-2.039282804965747431e-01,3.164857195034252446e-01,1.000000000000000000e+00
-4.724578049657474771e-02,-2.273732804965747367e-01,0.000000000000000000e+00
-1.163702804965747462e-01,-3.092452804965747371e-01,0.000000000000000000e+00
-1.947112804965747401e-01,-3.384842804965747520e-01,0.000000000000000000e+00
-2.269692804965747490e-01,-4.320522804965747365e-01,0.000000000000000000e+00
-8.872048049657474400e-02,-5.724022804965748223e-01,0.000000000000000000e+00
5.874501950342524842e-02,-5.256192804965748033e-01,0.000000000000000000e+00
8.639471950342525464e-02,-3.326362804965747322e-01,0.000000000000000000e+00
1.785607195034252526e-01,-1.747422804965747534e-01,0.000000000000000000e+00
5.413671950342525269e-02,-8.117468049657473872e-02,0.000000000000000000e+00
1.266201950342525119e-02,-2.039812804965747406e-01,0.000000000000000000e+00
2.187861950342524786e-02,-3.501802804965747362e-01,0.000000000000000000e+00
-1.071535804965747379e-01,-3.852682804965747443e-01,0.000000000000000000e+00
-1.498772049657474958e-02,-4.729872804965747357e-01,0.000000000000000000e+00
1.232607195034252645e-01,-4.379002804965747564e-01,0.000000000000000000e+00
2.246437195034252654e-01,-2.039812804965747406e-01,0.000000000000000000e+00
7.717821950342525217e-02,-9.287058049657474779e-02,0.000000000000000000e+00
-1.394112804965747521e-01,-2.449172804965747408e-01,1.000000000000000000e+00
-5.771130496574749386e-03,-1.338062804965747532e-01,1.000000000000000000e+00
1.140447195034252625e-01,-1.099926049657474862e-02,1.000000000000000000e+00
-3.560012804965747568e-01,-3.209402804965747480e-01,0.000000000000000000e+00
-2.361862804965747520e-01,-1.338062804965747532e-01,0.000000000000000000e+00
-8.411218049657474827e-02,6.544619503425250923e-03,0.000000000000000000e+00
3.570351950342524894e-02,1.239251950342525228e-02,0.000000000000000000e+00
3.445419503425251051e-03,1.468957195034252539e-01,0.000000000000000000e+00
-4.251262804965747488e-01,-1.688942804965747335e-01,0.000000000000000000e+00
-3.237432804965747479e-01,-3.267882804965747678e-01,0.000000000000000000e+00
1.186527195034252635e-01,-2.273732804965747367e-01,0.000000000000000000e+00
1.969937195034252575e-01,-3.209402804965747480e-01,0.000000000000000000e+00
2.108187195034252615e-01,-4.671392804965747714e-01,0.000000000000000000e+00
6.335331950342525109e-02,-6.542742804965747672e-01,0.000000000000000000e+00
-1.394112804965747521e-01,-6.133382804965747948e-01,0.000000000000000000e+00
-2.177522804965747460e-01,-5.899462804965748264e-01,0.000000000000000000e+00
-2.361862804965747520e-01,-4.379002804965747564e-01,0.000000000000000000e+00
-1.532362804965747560e-01,-4.203562804965747524e-01,0.000000000000000000e+00
-7.489558049657474292e-02,-4.905312804965747397e-01,0.000000000000000000e+00
1.278697195034252665e-01,-5.197712804965748390e-01,0.000000000000000000e+00
2.615097195034252753e-01,-4.145082804965747325e-01,0.000000000000000000e+00
2.891597195034252832e-01,-3.033972804965747172e-01,0.000000000000000000e+00
2.661187195034252495e-01,-1.805902804965747455e-01,0.000000000000000000e+00
2.476847195034252436e-01,-5.778288049657474834e-02,0.000000000000000000e+00
2.154267195034252624e-01,-5.778288049657474834e-02,0.000000000000000000e+00
1.739527195034252516e-01,-9.287058049657474779e-02,0.000000000000000000e+00
1.509107195034252447e-01,-1.630462804965747414e-01,0.000000000000000000e+00
6.335331950342525109e-02,-2.215252804965747446e-01,0.000000000000000000e+00
8.053719503425251988e-03,-2.741572804965747290e-01,0.000000000000000000e+00
-3.342088049657474663e-02,-3.911162804965747641e-01,0.000000000000000000e+00
-1.959598049657474902e-02,-4.905312804965747397e-01,0.000000000000000000e+00
-1.037943049657474859e-02,-5.139232804965747636e-01,0.000000000000000000e+00
1.727031950342525213e-02,-5.197712804965748390e-01,0.000000000000000000e+00
1.727031950342525213e-02,-5.665552804965747757e-01,0.000000000000000000e+00
3.445419503425251051e-03,-6.659702804965748069e-01,0.000000000000000000e+00
-5.646238049657475305e-02,-6.542742804965747672e-01,0.000000000000000000e+00
-9.332878049657473973e-02,-5.607072804965748114e-01,0.000000000000000000e+00
-1.071535804965747379e-01,-5.080752804965747993e-01,0.000000000000000000e+00
-2.420428049657474823e-02,-4.320522804965747365e-01,0.000000000000000000e+00
1.232607195034252645e-01,-3.677242804965747403e-01,0.000000000000000000e+00
2.154267195034252624e-01,-3.794202804965747244e-01,0.000000000000000000e+00
2.845517195034252822e-01,-3.092452804965747371e-01,0.000000000000000000e+00
2.522937195034252733e-01,-2.156772804965747525e-01,0.000000000000000000e+00
1.923857195034252565e-01,-2.332212804965747566e-01,0.000000000000000000e+00
1.647357195034252486e-01,-2.800052804965747488e-01,0.000000000000000000e+00
-1.394112804965747521e-01,8.256801950342525231e-02,1.000000000000000000e+00
